# Fairway investor table. One row per house. Built by tools/build_investors_table.py.
# Checked by tools/investor_check.py, which is the gate on what may render.
#
# TWO LAYERS AND THEY MUST NOT BE BLENDED.
#   EVIDENCE  the houses behind a founder's own reference rounds, generated from the same files
#             the football field comes from. Every deal carries company, month and the round's own
#             source URL. Honest label: a map of who pays up for businesses like yours, mostly
#             growth-stage and mostly US. NOT a call list for a seed round.
#   CALLABLE  funds writing first cheques in the founder's sector now. Seeded from the 19 UK funds
#             curated in data-content.js and DELIBERATELY INCOMPLETE: no dated deal, no source URL,
#             so the checker refuses them. That refusal is the pull list, not a bug.
#
# THE ACTIVITY RULE, taken from vcconf and binding here: a CALLABLE investor renders only with at
# least one named, dated deal inside 12 months WITH a source URL, a first-cheque range, a stage,
# a sector in our vocabulary, a geography and a one-line thesis. A row missing any of those does
# not render. Same discipline as comps sourcing: a figure with no source does not exist.
#
# COMPLIANCE, binding on every rendering of both layers: public information only, nothing behind
# a login, no contact details, no claim of introduction. The footer line carries onto every card:
# a map, not an introduction; no affiliation or endorsement is implied. Styled text wordmarks,
# never logos.
#
# Never pad to a fixed count. Six good matches beat twelve loose ones.
investor_key,investor_name,house_type,layer,geographies,stage_bands,first_cheque_low_m,first_cheque_high_m,cheque_currency,thesis_one_liner,screening_categories,subsectors,recent_deal_1_company,recent_deal_1_date,recent_deal_1_source_url,recent_deal_2_company,recent_deal_2_date,recent_deal_2_source_url,rounds_in_set,companies_in_set,companies_backed,first_round,last_round,median_round_size_m,median_postmoney_m,last_verified,provenance
georgian,Georgian,,EVIDENCE,,,,,,,Cybersecurity(1),Data security posture management(1),Cyera,2024-04,https://www.cyera.com/press-releases/data-security-leader-cyera-raises-300-million-at-1-4-billion-valuation,,,,1,1,Cyera,2024-04,2024-04,300.0,1400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
gladebrook,Glade Brook,,EVIDENCE,,,,,,,Streaming & Creator(1),Creator subscriptions(1),Patreon,2021-04,https://news.patreon.com/articles/the-second-renaissance-is-here,,,,1,1,Patreon,2021-04,2021-04,155.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
globalfounders,Global Founders Capital,,EVIDENCE,,,,,,,D2C(1),Travel & luggage(1),Away,2019-05,prnewswire.com/news-releases/away-is-valued-at-1-4-billion-after-a-series-d-investment-of-100-million-300850285.html,,,,1,1,Away,2019-05,2019-05,100.0,1400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
goldmansachs,Goldman Sachs,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",Market intelligence / enterprise search(1),AlphaSense,2023-09,https://techcrunch.com/2023/09/28/alphasense-an-ai-based-market-intel-firm-snaps-up-150m-at-a-2-5b-valuation/,,,,1,1,AlphaSense,2023-09,2023-09,150.0,2500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
goldmansachsam,Goldman Sachs AM,,EVIDENCE,,,,,,,Vertical Software(1),Legal practice management software(1),Clio,2024-07,https://techcrunch.com/2024/07/23/clio-raises-900m-at-a-3b-valuation-plans-to-double-down-on-ai-and-fintech/,,,,1,1,Clio,2024-07,2024-07,900.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
goldmansachsasset,Goldman Sachs Asset Management,,EVIDENCE,,,,,,,Financial Data(1),Market intelligence and document search(1),AlphaSense,2022-06,https://www.prnewswire.com/news-releases/alphasenses-valuation-jumps-to-1-7-billion-with-225-million-series-d-led-by-goldman-sachs-asset-management-and-viking-global-301568717.html,,,,1,1,AlphaSense,2022-06,2022-06,225.0,1700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
googleaifuturesfund,Google AI Futures Fund,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI coding / cloud development(1),Replit,2025-09,https://replit.com/news/funding-announcement-series-c,,,,1,1,Replit,2025-09,2025-09,250.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
greenbay,Green Bay Ventures,,EVIDENCE,,,,,,,Enterprise Applications(1),"HR, payroll and global workforce(1)",Deel,2025-10,https://www.deel.com/blog/new-investment-valuation/,,,,1,1,Deel,2025-10,2025-10,300.0,17300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
greentrail,Greentrail,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
guggenheim,Guggenheim Investments,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),Quick commerce / instant grocery(1),Gopuff,2021-07,https://techcrunch.com/2021/07/30/gopuff-confirms-new-1b-cash-injection-at-a-15b-valuation-to-expand-its-instant-grocery-delivery-service/,,,,1,1,Gopuff,2021-07,2021-07,1000.0,15000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
guillermorauch,Guillermo Rauch,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI search / answer engine(1),Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,,,,1,1,Perplexity,2024-01,2024-01,73.6,520.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
hof,HOF Capital,,EVIDENCE,,,,,,,Scraping / Data for AI(1),Human-in-the-loop AI data operations(1),Invisible Technologies,2025-09,https://invisibletech.ai/blog/invisible-technologies-raises-100-million,,,,1,1,Invisible Technologies,2025-09,2025-09,100.0,2000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
hoopp,HOOPP,,EVIDENCE,,,,,,,,,Fundbox,2021-11,https://www.globenewswire.com/news-release/2021/11/30/2343283/0/en/Fundbox-Closes-100M-Series-D-Fueled-by-Record-Growth.html,,,,1,1,Fundbox,2021-11,2021-11,100.0,1100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
hamiltonlaneadvisors,Hamilton Lane Advisors,,EVIDENCE,,,,,,,Consumer subscription(1),Fashion rental(1),Rent the Runway,2019-03,techcrunch.com/2019/03/21/rent-the-runway-hits-a-1-billion-valuation/,,,,1,1,Rent the Runway,2019-03,2019-03,125.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
hanaco,Hanaco,,EVIDENCE,,,,,,,E-commerce Enablement(1),"Reviews, loyalty and commerce marketing(1)",Yotpo,2021-03,prnewswire.com/news-releases/yotpo-raises-230-million-to-deliver-its-ecommerce-marketing-platform-giving-brands-maximum-marketing-firepower-in-an-ecommerce-first-world-301250042.html,,,,1,1,Yotpo,2021-03,2021-03,230.0,1400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
harmony,Harmony Partners,,EVIDENCE,,,,,,,Sales Engagement(1),Account-based marketing / revenue intelligence(1),6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,,,,1,1,6sense,2022-01,2022-01,200.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
headline,Headline,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
highlandeurope,Highland Europe,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Nutrition and meal replacement(1),Huel,2022-11,highlandeurope.com/huel-closes-24-million-funding-round-led-by-highland-europe/,,,,1,1,Huel,2022-11,2022-11,24.0,560.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
honeycombasset,Honeycomb Asset Management,,EVIDENCE,,,,,,,Lending & Credit(1),Buy now pay later / consumer credit(1),Klarna,2021-06,https://www.prnewswire.com/news-releases/klarna-secures-additional-funding-as-consumers-demand-smarter-alternatives-to-shop-bank--pay-301310118.html,,,,1,1,Klarna,2021-06,2021-06,639.0,45600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
hubspot,HubSpot Ventures,,EVIDENCE,,,,,,,Marketing & Customer Engagement(1),AI writing and marketing copy(1),Jasper,2022-10,https://www.prnewswire.com/news-releases/jasper-announces-125m-series-a-funding-round-bringing-total-valuation-to-1-5b-and-launches-new-browser-extension-301651733.html,,,,1,1,Jasper,2022-10,2022-10,125.0,1500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
ifc,IFC,,EVIDENCE,,,,,,,,,Zepz,2024-10,https://news.bloomberglaw.com/private-equity/accel-tcv-and-world-bank-support-zepzs-267-million-fundraise,,,,1,1,Zepz,2024-10,2024-10,267.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
idriselba,Idris Elba,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Nutrition and meal replacement(1),Huel,2022-11,highlandeurope.com/huel-closes-24-million-funding-round-led-by-highland-europe/,,,,1,1,Huel,2022-11,2022-11,24.0,560.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
imaginary,Imaginary Ventures,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Apparel and shapewear(1),SKIMS,2023-07,news.bloomberglaw.com/private-equity/kim-kardashians-skims-raises-funds-at-4-billion-valuation,,,,1,1,SKIMS,2023-07,2023-07,270.0,4000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
infravia,InfraVia,,EVIDENCE,,,,,,,,,Jobandtalent,2021-12,https://www.kinnevik.com/investor-relations/press-releases/2021/kinnevik-invests-usd-115-million-in-jobandtalent-the-worlds-,,,,1,1,Jobandtalent,2021-12,2021-12,500.0,2350.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
inovia,Inovia,,EVIDENCE,,,,,,,Vertical Software(1),Property management software(1),Guesty,2024-04,https://techcrunch.com/2024/04/10/guesty-snaps-up-130m-at-900m-valuation-to-help-property-managers-list-on-airbnb-and-beyond/,,,,1,1,Guesty,2024-04,2024-04,130.0,900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
intel,Intel Capital,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI data infrastructure / labeling(1),Scale AI,2024-05,https://techcrunch.com/2024/05/21/data-labeling-startup-scale-ai-raises-1b-as-valuation-doubles-to-13-8b/,,,,1,1,Scale AI,2024-05,2024-05,1000.0,13800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
intuit,Intuit,,EVIDENCE,,,,,,,Email Marketing (M&A precedent)(1),Email marketing and automation(1),Mailchimp,2021-09,https://investors.intuit.com/news-events/press-releases/detail/162/intuit-to-acquire-mailchimp,,,,1,1,Mailchimp,2021-09,2021-09,,12000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
investcorp,Investcorp,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),E-commerce logistics and parcel(1),Xpressbees,2022-02,https://entrackr.com/2022/02/xpressbees-enters-unicorn-club-after-300-mn-series-f-round/,,,,1,1,Xpressbees,2022-02,2022-02,300.0,1200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
invusopportunities,Invus Opportunities,,EVIDENCE,,,,,,,Consumer Marketplace(1),Fashion resale marketplace(1),Vinted,2024-10,company.vinted.com/newsroom/secondary-investment,,,,1,1,Vinted,2024-10,2024-10,340.0,5000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jpmorgan,J.P. Morgan,,EVIDENCE,,,,,,,Cybersecurity(1),Trust management / compliance automation(1),Vanta,2024-07,https://www.vanta.com/resources/vanta-announces-series-c,,,,1,1,Vanta,2024-07,2024-07,150.0,2450.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jpmorganasset,J.P. Morgan Asset Management,,EVIDENCE,,,,,,,Personal Software / Productivity(1),Visual design and collaboration(1),Canva,2025-08,https://finance.yahoo.com/news/canva-begins-employee-stock-sale-034229058.html,,,,1,1,Canva,2025-08,2025-08,,42000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jpmorganprivate,J.P. Morgan Private Capital,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Functional beverages(1),OLIPOP,2025-02,nbcnews.com/business/business-news/prebiotic-soda-brand-olipop-valued-1point85-billion-latest-funding-rcna191894,,,,1,1,OLIPOP,2025-02,2025-02,50.0,1850.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jmiequity,JMI Equity,,EVIDENCE,,,,,,,Cybersecurity(1),Managed detection and response for SMBs(1),Huntress,2024-06,https://www.huntress.com/press-release/150m-boost-for-huntress-powers-new-products,,,,1,1,Huntress,2024-06,2024-06,150.0,1550.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
janestreet,Jane Street,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",Foundation models / generative AI(1),Anthropic,2025-09,https://www.anthropic.com/news/anthropic-raises-series-f-at-usd183b-post-money-valuation,,,,1,1,Anthropic,2025-09,2025-09,13000.0,183000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
janushenderson,Janus Henderson,,EVIDENCE,,,,,,,,,Loadsmart,2022-02,https://blog.loadsmart.com/2022/02/01/loadsmart-raises-200-million-in-series-d-financing-reaching-1-3-billion-valuation,,,,1,1,Loadsmart,2022-02,2022-02,200.0,1300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
johnhojanchor,John Ho (Janchor),,EVIDENCE,,,,,,,E-commerce Enablement(1),Checkout advertising and offers(1),Rokt,2025-01,prnewswire.com/news-releases/rokt-announces-secondary-transaction-increasing-valuation-to-us3-5-billion-and-appointment-of-anita-sands-to-the-board-of-directors-302352792.html,,,,1,1,Rokt,2025-01,2025-01,335.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
jonathanross,Jonathan Ross,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Nutrition and meal replacement(1),Huel,2022-11,highlandeurope.com/huel-closes-24-million-funding-round-led-by-highland-europe/,,,,1,1,Huel,2022-11,2022-11,24.0,560.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kfund,K-Fund,,EVIDENCE,,,,,,,Enterprise Applications(1),HR software for SMBs(1),Factorial,2022-10,https://techcrunch.com/2022/10/11/factorial-raises-120m-at-a-1b-valuation-for-its-hr-software-for-smbs/,,,,1,1,Factorial,2022-10,2022-10,120.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kkr,KKR,,EVIDENCE,,,,,,,Vertical Software(1),Property management software(1),Guesty,2024-04,https://techcrunch.com/2024/04/10/guesty-snaps-up-130m-at-900m-valuation-to-help-property-managers-list-on-airbnb-and-beyond/,,,,1,1,Guesty,2024-04,2024-04,130.0,900.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
karenkatz,Karen Katz,,EVIDENCE,,,,,,,E-commerce Enablement(1),Checkout advertising and offers(1),Rokt,2025-01,prnewswire.com/news-releases/rokt-announces-secondary-transaction-increasing-valuation-to-us3-5-billion-and-appointment-of-anita-sands-to-the-board-of-directors-302352792.html,,,,1,1,Rokt,2025-01,2025-01,335.0,3500.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
khazanahnasional,Khazanah Nasional,,EVIDENCE,,,,,,,Scraping / Data for AI(1),AI training data and technical talent(1),Turing,2025-03,https://www.businesswire.com/news/home/20250306942806/en/Turing-Gears-Up-to-Power-Next-Wave-of-AGI-with-$111-Million-in-Series-E,,,,1,1,Turing,2025-03,2025-03,111.0,2200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kibo,Kibo Ventures,,EVIDENCE,,,,,,,,,Jobandtalent,2021-12,https://www.kinnevik.com/investor-relations/press-releases/2021/kinnevik-invests-usd-115-million-in-jobandtalent-the-worlds-,,,,1,1,Jobandtalent,2021-12,2021-12,500.0,2350.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kindred,Kindred Ventures,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI search / answer engine(1),Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,,,,1,1,Perplexity,2024-01,2024-01,73.6,520.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
kingdomholding,Kingdom Holding,,EVIDENCE,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lcatterton,L Catterton,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Lingerie and apparel(1),Savage X Fenty,2021-02,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/,,,,1,1,Savage X Fenty,2021-02,2021-02,115.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lbofrance,LBO France,,EVIDENCE,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lgtlightstone,LGT Lightstone,,EVIDENCE,,,,,,,,,Creditas,2020-12,https://www.creditas.com/ir/non-regulatory/creditas-announces-ususd255-million-series-e/,,,,1,1,Creditas,2020-12,2020-12,255.0,1750.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lgvp,LGVP,,EVIDENCE,,,,,,,Vertical Software(1),Hospitality property management software(1),Mews,2024-03,https://www.kinnevik.com/investor-relations/press-releases/2024/kinnevik-leads-funding-round-in-mews/,,,,1,1,Mews,2024-03,2024-03,110.0,1200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lightrock,Lightrock,,EVIDENCE,,,,,,,,,Creditas,2022-01,https://www.creditas.com/ir/non-regulatory/creditas-announces-usd-260-million-series-f-fundraising-round/,,,,1,1,Creditas,2022-01,2022-01,260.0,4800.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
lightrockindia,Lightrock India,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
linkedin,LinkedIn,,EVIDENCE,,,,,,,Sales Engagement(1),Sales engagement(1),Salesloft,2019-04,https://techcrunch.com/2019/04/25/salesloft-funding/,,,,1,1,Salesloft,2019-04,2019-04,70.0,600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
livenation,Live Nation,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Beverages(1),Liquid Death,2022-10,bevnet.com/news/2022/liquid-death-closes-70m-raise-as-water-brand-explores-ipo/,,,,1,1,Liquid Death,2022-10,2022-10,70.0,700.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mgx,MGX,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",Foundation models / generative AI(1),Anthropic,2026-02,https://www.anthropic.com/news/anthropic-raises-30-billion-series-g-funding-380-billion-post-money-valuation,,,,1,1,Anthropic,2026-02,2026-02,30000.0,380000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
msa,MSA,,EVIDENCE,,,,,,,,,Gorillas,2021-10,https://www.cnbc.com/2021/10/19/delivery-hero-leads-1-billion-investment-in-grocery-start-up-gorillas.html,,,,1,1,Gorillas,2021-10,2021-10,1000.0,3100.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
msd,MSD Partners,,EVIDENCE,,,,,,,Sales Engagement(1),Account-based marketing / revenue intelligence(1),6sense,2022-01,https://www.prnewswire.com/news-releases/6sense-announces-200-million-series-e-round-increasing-valuation-to-5-2-billion-301464832.html,,,,1,1,6sense,2022-01,2022-01,200.0,5200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
madrona,Madrona,,EVIDENCE,,,,,,,E-commerce Enablement(1),Retail e-commerce management software(1),CommerceIQ,2022-03,techcrunch.com/2022/03/21/commerceiq-e-commerce-infrastructure/,,,,1,1,CommerceIQ,2022-03,2022-03,115.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
maersk,Maersk,,EVIDENCE,,,,,,,,,Loadsmart,2020-11,https://blog.loadsmart.com/2020/11/20/news-digital-freight-platform-loadsmart-raises-90m-in-series-c-funding-round-led-by-blackrocks-managed-funds,,,,1,1,Loadsmart,2020-11,2020-11,90.0,400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
march,March Capital,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
marcyventure,Marcy Venture Partners,,EVIDENCE,,,,,,,D2C / Consumer Brand(1),Lingerie and apparel(1),Savage X Fenty,2021-02,forbes.com/sites/maddieberg/2021/02/10/rihannas-lingerie-line-savage-x-fenty-raises-115-million-on-same-day-lvmh-announces-its-closing-her-fashion-house/,,,,1,1,Savage X Fenty,2021-02,2021-02,115.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
markvadon,Mark Vadon,,EVIDENCE,,,,,,,,,AG1,2022-01,https://techcrunch.com/2022/01/25/athletic-greens-valued-at-1-2b-nutrition-drink/,,,,1,1,AG1,2022-01,2022-01,115.0,1315.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
marshallwace,Marshall Wace,,EVIDENCE,,,,,,,Merchant Acquiring & PSP(1),Merchant commerce and payments(1),Pine Labs,2021-05,https://techcrunch.com/2021/05/16/merchant-commerce-platform-pine-labs-raises-285-million/,,,,1,1,Pine Labs,2021-05,2021-05,285.0,3000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mayfield,Mayfield,,EVIDENCE,,,,,,,Sales Engagement(1),Sales execution and engagement(1),Outreach,2021-06,https://www.prnewswire.com/news-releases/outreach-closes-200-million-round-4-4-billion-valuation-for-sales-engagement-category-leader-301304239.html,,,,1,1,Outreach,2021-06,2021-06,200.0,4400.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mckinley,McKinley Capital,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),E-commerce shipping aggregation(1),Shiprocket,2022-08,https://yourstory.com/2022/08/funding-shiprocket-temasek-march-capital-unicorn,,,,1,1,Shiprocket,2022-08,2022-08,32.6,1230.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
menloanthology,Menlo Anthology,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI application development / vibe coding(1),Lovable,2025-12,https://lovable.dev/blog/series-b,,,,1,1,Lovable,2025-12,2025-12,330.0,6600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
metaplatforms,Meta Platforms,,EVIDENCE,,,,,,,Scraping / Data for AI(1),Training-data infrastructure(1),Scale AI,2025-06,https://scale.com/blog/scale-ai-announces-next-phase-of-company-evolution,,,,1,1,Scale AI,2025-06,2025-06,14300.0,29000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
microsoft,Microsoft,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",Foundation models / generative AI(1),OpenAI,2025-03,https://openai.com/index/march-funding-updates/,,,,1,1,OpenAI,2025-03,2025-03,40000.0,300000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
mubadalacoinvestor,Mubadala (co-investor),,EVIDENCE,,,,,,,Sales Engagement(1),Sales engagement(1),Salesloft,2021-12,https://www.salesloft.com/company/newsroom/salesloft-announces-strategic-growth-investment-from-vista-equity-partners,,,,1,1,Salesloft,2021-12,2021-12,,2300.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
nventures,NVentures,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI application development / vibe coding(1),Lovable,2025-12,https://lovable.dev/blog/series-b,,,,1,1,Lovable,2025-12,2025-12,330.0,6600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
navalravikant,Naval Ravikant,,EVIDENCE,,,,,,,"Data, AI & Developer Tools(1)",AI search / answer engine(1),Perplexity,2024-01,https://www.perplexity.ai/hub/blog/perplexity-raises-series-b-funding-round,,,,1,1,Perplexity,2024-01,2024-01,73.6,520.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
nexusventure,Nexus Venture Partners,,EVIDENCE,,,,,,,Sales Engagement(1),Sales intelligence and engagement(1),Apollo.io,2023-08,https://www.apollo.io/magazine/apolloio-secures-100-million-series-d-at-16b-valuation-to-drive-world-class-gtm,,,,1,1,Apollo.io,2023-08,2023-08,100.0,1600.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
noleadaccessindustries,No lead. Access Industries,,EVIDENCE,,,,,,,Streaming & Creator(1),Music streaming(1),Deezer,2018-08,https://newsroom-deezer.com/2018/08/deezer-raises-e160-million-from-new-and-existing-investors-in-private-placement-and-enters-into-exclusive-distribution-agreement-with-rotana/,,,,1,1,Deezer,2018-08,2018-08,160.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
northzone,Northzone,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),Quick commerce / instant grocery(1),Flink,2024-09,https://techcrunch.com/2024/09/16/flink-the-quick-commerce-startup-raises-another-150m-at-a-valuation-of-just-under-1b/,,,,1,1,Flink,2024-09,2024-09,150.0,1000.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
norwest,Norwest,,EVIDENCE,,,,,,,Local Delivery & On-Demand(1),E-commerce logistics and parcel(1),Xpressbees,2022-02,https://entrackr.com/2022/02/xpressbees-enters-unicorn-club-after-300-mn-series-f-round/,,,,1,1,Xpressbees,2022-02,2022-02,300.0,1200.0,2026-09-02,GENERATED from data/private-rounds.csv and data/private-rounds-consumer.csv
